country_id,date_id,plastic_production,ocean_pollution_share,recycled_share,incinerated_share,mismanaged_share,landfilled_share,mismanaged_per_capita,risk_score
159,1,,0.0287483392149197,0.4899162842130613,,0.4090249217453569,,0.2813063088889437,14.14764455660576
160,1,,0.0005496043087057,0.4899162842130613,,0.4090249217453569,,0.2167317303129887,11.7282035888381
161,1,,0.0,0.4899162842130613,,0.4090249217453569,,0.0920851238434426,9.213287287098945
162,1,,0.0044838131397781,0.4899162842130613,,0.4090249217453569,,0.7541979541697008,22.63489641921524
163,1,,0.0008672655135222,0.4899162842130613,,0.4090249217453569,,0.3561153559258193,14.52858254928737
164,1,,0.0180625691721655,0.4899162842130613,,0.4090249217453569,,0.2855226053055412,13.80453968322754
165,1,,0.0010828213412182,0.4899162842130613,,0.4090249217453569,,0.1287235424365792,9.989368512610408
166,1,,1.764784539795327e-05,0.4899162842130613,,0.4090249217453569,,0.0075210965413572,7.522712654873157
167,1,,0.0008861739281248,0.4899162842130613,,0.4090249217453569,,0.0063333894655999,7.533699556667087
168,1,,0.0030644221914875,0.0,19.078592,0.0,72.880005,0.0116538454636983,0.3556537969334671
169,1,,0.0012580392259931,0.4899162842130613,,0.4090249217453569,,0.3848279700421389,15.118465780112595
170,1,,0.0075482353436123,0.4899162842130613,,0.4090249217453569,,0.3386847830861235,14.447209885697058
171,1,,0.0355742734787673,0.4899162842130613,,0.4090249217453569,,0.1659157525542928,12.112870800466643
172,1,,4.790129641539589e-05,0.4899162842130613,,0.4090249217453569,,0.1016499676936184,9.40650021595908
173,1,459746020.0,0.0003145098064982,0.5431192836895551,19.048033,0.3147446096116415,49.205143,0.1151700342849278,6.327126529412183
174,1,,0.0003176612048164,0.4899162842130613,,0.4090249217453569,,0.1438762774047072,10.2618168065169
175,1,,0.0,0.4899162842130613,,0.4090249217453569,,0.5155352284933207,17.68228938009651
